student_id,department,cgpa,aptitude_score,technical_score,projects_count,internships_count,dsa_problems_solved,backlogs_count,certifications_count,soft_skills_score,placement_score,is_placed,hiring_tier,ctc_lpa
STU-1256,Artificial Intelligence & Machine Learning,5.86,81,85,3,1,243,0,0,67,91.5,1,Tier 2 Tech,13.72
STU-1257,Electronics & Communication,8.58,83,78,7,1,107,0,1,75,91.38,1,Tier 2 Tech,14.89
STU-1258,Electronics & Communication,7.07,58,79,4,0,480,0,3,80,83.29,1,Tier 2 Tech,17.82
STU-1259,Computer Science,7.76,77,88,1,3,188,0,2,100,92.9,1,Tier 2 Tech,11.85
STU-1260,Electronics & Communication,9.37,60,89,1,3,4,1,2,75,69.58,1,Tier 2 Tech,15.13
STU-1261,Artificial Intelligence & Machine Learning,8.59,73,72,2,0,42,0,3,92,80.17,1,Tier 2 Tech,11.6
STU-1262,Computer Science,7.3,54,46,2,2,93,1,2,78,61.33,1,Tier 3 Enterprise,7.42
STU-1263,Information Science,6.62,46,71,3,0,140,0,1,72,67.4,1,Tier 2 Tech,16.58
STU-1264,Civil Engineering,5.23,66,45,3,1,87,0,3,75,65.86,1,Tier 3 Enterprise,7.61
STU-1265,Electronics & Communication,6.81,70,68,2,0,169,0,1,59,64.48,1,Tier 3 Enterprise,4.02
STU-1266,Electronics & Communication,7.37,66,58,2,3,36,0,2,77,75.76,1,Tier 2 Tech,10.98
STU-1267,Electronics & Communication,6.51,55,61,4,0,22,0,0,50,55.87,1,Tier 3 Enterprise,4.54
STU-1268,Information Science,7.46,66,72,2,1,6,0,0,63,69.29,1,Tier 2 Tech,12.54
STU-1269,Computer Science,7.68,75,76,3,0,93,0,5,75,83.68,1,Tier 2 Tech,12.95
STU-1270,Mechanical Engineering,7.35,71,59,2,0,128,1,1,88,53.4,0,Unplaced,0.0
STU-1271,Mechanical Engineering,6.88,74,79,5,1,43,0,3,91,86.66,1,Tier 2 Tech,10.56
STU-1272,Civil Engineering,7.79,62,68,3,0,104,1,4,71,62.58,1,Tier 3 Enterprise,6.89
STU-1273,Artificial Intelligence & Machine Learning,8.09,88,59,7,1,5,0,1,75,83.45,1,Tier 2 Tech,10.7
STU-1274,Information Science,6.4,55,62,1,3,11,1,0,85,54.41,0,Unplaced,0.0
STU-1275,Information Science,9.15,78,85,5,2,133,3,1,58,58.69,0,Unplaced,0.0
STU-1276,Mechanical Engineering,7.49,88,73,2,2,50,0,3,78,83.75,1,Tier 2 Tech,16.54
STU-1277,Electronics & Communication,7.62,78,86,5,0,122,1,0,64,60.11,1,Tier 3 Enterprise,4.71
STU-1278,Electronics & Communication,8.38,69,76,2,0,196,0,1,71,77.72,1,Tier 2 Tech,11.67
STU-1279,Mechanical Engineering,7.86,64,73,0,1,210,1,0,68,56.14,1,Tier 3 Enterprise,6.49
STU-1280,Civil Engineering,8.65,86,70,2,0,20,0,2,79,80.98,1,Tier 2 Tech,14.05
STU-1281,Computer Science,7.92,52,83,3,2,73,0,1,80,88.82,1,Tier 2 Tech,8.78
STU-1282,Information Science,6.93,58,69,1,0,145,0,2,84,64.78,1,Tier 3 Enterprise,7.39
STU-1283,Computer Science,8.0,66,71,3,2,163,0,0,78,91.05,1,Tier 2 Tech,13.98
STU-1284,Electronics & Communication,6.34,89,43,0,0,168,0,1,76,59.66,1,Tier 3 Enterprise,7.48
STU-1285,Computer Science,7.72,77,88,1,2,28,4,1,96,29.9,0,Unplaced,0.0
STU-1286,Information Science,7.56,58,60,1,0,23,1,1,55,42.89,0,Unplaced,0.0
STU-1287,Information Science,7.37,67,65,2,0,98,0,1,94,67.15,1,Tier 2 Tech,16.68
STU-1288,Computer Science,7.46,63,75,0,1,148,1,1,70,54.09,0,Unplaced,0.0
STU-1289,Electronics & Communication,5.53,62,44,0,0,42,1,0,80,29.36,0,Unplaced,0.0
STU-1290,Computer Science,7.0,85,53,0,1,12,0,2,70,65.33,1,Tier 3 Enterprise,6.18
STU-1291,Computer Science,7.7,52,52,3,1,138,0,2,65,72.9,1,Tier 2 Tech,17.11
STU-1292,Mechanical Engineering,7.78,94,81,3,0,39,0,2,79,82.83,1,Tier 2 Tech,16.48
STU-1293,Information Science,6.47,83,58,1,2,20,1,1,86,67.8,1,Tier 2 Tech,17.58
STU-1294,Computer Science,8.99,87,100,2,1,17,1,5,79,78.28,1,Tier 2 Tech,16.5
STU-1295,Information Science,6.65,65,55,4,1,41,0,5,67,81.37,1,Tier 2 Tech,16.21
STU-1296,Mechanical Engineering,8.67,69,72,4,1,98,0,0,100,88.83,1,Tier 2 Tech,12.69
STU-1297,Computer Science,8.07,51,70,2,1,48,1,0,88,58.69,1,Tier 3 Enterprise,4.85
STU-1298,Electronics & Communication,6.89,64,69,1,0,2,2,2,85,25.2,0,Unplaced,0.0
STU-1299,Computer Science,9.55,78,83,3,0,11,1,2,69,69.45,1,Tier 2 Tech,17.11
STU-1300,Computer Science,6.29,90,68,2,1,37,0,3,66,71.31,1,Tier 2 Tech,15.23
STU-1301,Information Science,8.61,56,71,0,0,118,0,2,70,68.05,1,Tier 2 Tech,10.82
STU-1302,Information Science,8.7,66,67,2,0,11,0,0,86,70.75,1,Tier 2 Tech,11.41
STU-1303,Electronics & Communication,6.86,69,48,6,1,90,0,1,62,73.33,1,Tier 2 Tech,14.86
STU-1304,Electronics & Communication,9.13,52,62,1,1,14,1,1,61,48.55,0,Unplaced,0.0
STU-1305,Artificial Intelligence & Machine Learning,7.32,80,65,2,0,26,0,5,80,74.89,1,Tier 2 Tech,12.78
STU-1306,Information Science,7.92,61,72,3,0,20,1,1,77,57.74,1,Tier 3 Enterprise,4.33
STU-1307,Computer Science,7.89,69,68,3,0,7,0,3,64,72.87,1,Tier 2 Tech,9.41
STU-1308,Mechanical Engineering,7.45,65,84,1,0,122,1,2,60,55.14,1,Tier 3 Enterprise,6.98
STU-1309,Computer Science,8.49,60,92,1,0,68,0,4,91,75.78,1,Tier 2 Tech,11.29
STU-1310,Information Science,8.47,71,76,5,0,195,0,1,78,86.88,1,Tier 1 Product,30.18
STU-1311,Computer Science,5.68,68,39,2,3,11,0,2,57,68.18,1,Tier 2 Tech,15.67
STU-1312,Computer Science,9.03,66,78,4,1,17,0,0,58,89.69,1,Tier 2 Tech,15.51
STU-1313,Artificial Intelligence & Machine Learning,5.77,61,52,4,0,40,2,0,69,35.06,0,Unplaced,0.0
STU-1314,Mechanical Engineering,8.74,76,75,2,0,159,0,1,82,75.51,1,Tier 2 Tech,9.67
STU-1315,Electronics & Communication,8.84,95,75,2,1,40,0,2,81,86.71,1,Tier 2 Tech,8.98
STU-1316,Information Science,6.4,73,56,3,0,57,1,2,87,56.13,1,Tier 3 Enterprise,6.36
STU-1317,Computer Science,7.15,85,65,4,1,39,1,3,56,73.36,1,Tier 2 Tech,15.42
STU-1318,Computer Science,6.38,52,56,1,2,9,0,3,76,70.97,1,Tier 2 Tech,9.49
STU-1319,Computer Science,7.36,74,72,3,1,308,2,3,91,63.16,1,Tier 3 Enterprise,5.49
STU-1320,Information Science,7.26,56,73,3,0,87,0,1,89,71.57,1,Tier 2 Tech,16.7
STU-1321,Electronics & Communication,8.46,51,70,3,1,170,0,1,78,80.75,1,Tier 2 Tech,17.44
STU-1322,Electronics & Communication,9.04,61,97,2,3,118,0,0,100,94.63,1,Tier 2 Tech,12.54
STU-1323,Computer Science,9.14,88,75,2,1,79,0,1,81,91.57,1,Tier 2 Tech,8.8
STU-1324,Artificial Intelligence & Machine Learning,6.98,85,51,1,1,10,0,5,86,77.23,1,Tier 2 Tech,10.58
STU-1325,Electronics & Communication,7.37,75,74,4,0,113,0,1,74,74.6,1,Tier 2 Tech,10.33
STU-1326,Electronics & Communication,5.75,50,49,2,0,18,0,2,64,55.4,1,Tier 3 Enterprise,4.96
STU-1327,Electronics & Communication,6.71,69,68,3,1,58,1,0,63,59.79,1,Tier 3 Enterprise,5.98
STU-1328,Information Science,8.66,76,57,3,2,109,0,1,76,96.92,1,Tier 2 Tech,13.83
STU-1329,Computer Science,9.38,74,100,3,1,167,4,2,71,37.57,0,Unplaced,0.0
STU-1330,Information Science,6.24,46,68,3,1,127,1,1,52,54.93,0,Unplaced,0.0
STU-1331,Mechanical Engineering,6.95,59,52,0,0,122,0,2,61,54.93,0,Unplaced,0.0
STU-1332,Computer Science,7.57,71,57,7,0,17,0,1,70,70.4,1,Tier 2 Tech,9.23
STU-1333,Computer Science,7.91,79,92,3,1,46,0,0,82,86.1,1,Tier 2 Tech,16.89
STU-1334,Computer Science,6.71,41,58,2,0,4,1,3,73,46.89,0,Unplaced,0.0
STU-1335,Computer Science,8.07,69,68,3,1,139,0,0,73,79.62,1,Tier 2 Tech,14.2
STU-1336,Civil Engineering,7.08,74,45,0,0,335,0,2,62,63.61,1,Tier 3 Enterprise,6.39
STU-1337,Electronics & Communication,7.58,83,69,2,1,33,2,3,74,47.12,0,Unplaced,0.0
STU-1338,Information Science,8.2,81,75,2,2,10,0,5,89,93.93,1,Tier 2 Tech,17.87
STU-1339,Computer Science,7.61,80,80,1,1,70,0,4,75,79.94,1,Tier 2 Tech,14.28
STU-1340,Information Science,7.12,60,54,3,0,213,0,3,55,68.32,1,Tier 2 Tech,17.29
STU-1341,Information Science,7.48,45,56,3,1,88,1,1,58,49.34,0,Unplaced,0.0
STU-1342,Computer Science,7.5,66,76,2,3,5,2,1,81,52.29,0,Unplaced,0.0
STU-1343,Information Science,7.19,86,79,1,1,402,0,1,71,82.92,1,Tier 2 Tech,10.86
STU-1344,Information Science,7.32,91,54,3,0,194,0,0,73,79.78,1,Tier 2 Tech,10.4
STU-1345,Electronics & Communication,9.36,81,97,5,0,15,1,1,66,64.5,1,Tier 3 Enterprise,6.07
STU-1346,Electronics & Communication,8.22,78,78,2,0,280,1,3,80,66.18,1,Tier 3 Enterprise,6.03
STU-1347,Computer Science,7.27,77,81,1,0,65,1,3,70,53.15,0,Unplaced,0.0
STU-1348,Information Science,8.37,64,78,1,2,51,0,0,71,81.3,1,Tier 2 Tech,10.26
STU-1349,Electronics & Communication,7.23,70,44,4,2,67,2,1,63,50.72,0,Unplaced,0.0
STU-1350,Information Science,8.89,95,81,5,0,197,0,2,85,96.11,1,Tier 1 Product,34.79
STU-1351,Civil Engineering,8.01,58,86,1,0,118,0,4,71,66.36,1,Tier 3 Enterprise,4.12
STU-1352,Electronics & Communication,7.48,94,62,0,0,6,1,2,81,47.64,0,Unplaced,0.0
STU-1353,Computer Science,8.09,67,72,2,2,347,0,1,59,91.01,1,Tier 1 Product,34.58
STU-1354,Computer Science,5.87,90,57,4,1,17,1,1,94,58.95,1,Tier 3 Enterprise,5.83
STU-1355,Electronics & Communication,6.36,52,33,1,1,150,0,2,89,59.83,1,Tier 3 Enterprise,6.76
STU-1356,Computer Science,6.29,80,79,4,0,111,1,1,51,67.03,1,Tier 2 Tech,12.77
STU-1357,Electronics & Communication,7.76,61,65,1,1,22,0,4,64,67.59,1,Tier 2 Tech,17.77
STU-1358,Artificial Intelligence & Machine Learning,9.51,52,93,2,0,20,0,1,79,69.82,1,Tier 2 Tech,11.35
STU-1359,Electronics & Communication,9.9,75,90,1,0,224,0,1,58,78.03,1,Tier 2 Tech,17.83
STU-1360,Information Science,8.3,86,90,2,1,59,0,1,72,83.73,1,Tier 2 Tech,8.65
STU-1361,Electronics & Communication,8.15,60,81,4,1,116,1,2,79,76.76,1,Tier 2 Tech,14.84
STU-1362,Information Science,5.62,51,54,0,0,77,0,1,71,57.19,1,Tier 3 Enterprise,5.82
STU-1363,Information Science,7.0,70,59,3,0,142,0,2,80,76.56,1,Tier 2 Tech,16.22
STU-1364,Artificial Intelligence & Machine Learning,6.73,70,73,1,0,71,0,2,65,65.28,1,Tier 3 Enterprise,7.16
STU-1365,Information Science,6.92,79,48,2,0,37,1,1,47,52.46,0,Unplaced,0.0
STU-1366,Artificial Intelligence & Machine Learning,7.42,85,77,1,1,49,0,0,85,73.04,1,Tier 2 Tech,16.0
STU-1367,Artificial Intelligence & Machine Learning,7.08,71,57,2,2,215,0,1,85,88.33,1,Tier 2 Tech,8.95
STU-1368,Computer Science,5.42,97,67,3,0,69,0,1,100,78.74,1,Tier 2 Tech,16.22
STU-1369,Computer Science,8.42,75,80,3,0,26,2,3,47,47.67,0,Unplaced,0.0
STU-1370,Computer Science,6.42,67,69,1,0,300,0,0,83,74.48,1,Tier 2 Tech,10.14
STU-1371,Computer Science,7.86,49,75,1,1,175,0,2,50,71.7,1,Tier 2 Tech,8.26
STU-1372,Computer Science,9.88,68,73,3,0,6,1,1,95,60.29,1,Tier 3 Enterprise,4.87
STU-1373,Electronics & Communication,6.59,67,56,5,1,480,0,1,79,84.81,1,Tier 2 Tech,12.79
STU-1374,Computer Science,5.0,85,58,1,0,130,0,4,62,64.99,1,Tier 3 Enterprise,6.97
STU-1375,Computer Science,7.29,78,71,3,1,19,3,5,83,39.71,0,Unplaced,0.0
STU-1376,Mechanical Engineering,8.81,55,94,1,2,29,0,0,67,84.37,1,Tier 2 Tech,10.19
STU-1377,Computer Science,9.75,74,94,1,2,129,0,1,77,91.13,1,Tier 2 Tech,9.13
STU-1378,Mechanical Engineering,6.25,81,52,2,3,166,0,0,76,76.45,1,Tier 2 Tech,14.46
STU-1379,Computer Science,8.15,93,69,0,1,30,2,2,94,54.62,0,Unplaced,0.0
STU-1380,Computer Science,7.09,84,69,2,2,32,0,1,95,87.15,1,Tier 2 Tech,17.84
STU-1381,Electronics & Communication,7.48,82,48,2,0,40,0,0,66,60.39,1,Tier 3 Enterprise,6.4
STU-1382,Electronics & Communication,9.9,72,100,1,0,100,0,1,86,76.2,1,Tier 2 Tech,14.91
STU-1383,Civil Engineering,5.95,77,64,4,0,20,1,3,78,54.0,0,Unplaced,0.0
STU-1384,Electronics & Communication,7.88,89,87,5,1,12,0,1,57,82.53,1,Tier 2 Tech,13.61
STU-1385,Mechanical Engineering,8.11,53,61,2,2,124,0,1,65,77.13,1,Tier 2 Tech,15.82
STU-1386,Computer Science,8.79,67,94,2,0,166,0,1,100,83.63,1,Tier 2 Tech,17.76
STU-1387,Computer Science,7.71,61,95,1,1,76,0,2,78,79.65,1,Tier 2 Tech,13.44
STU-1388,Mechanical Engineering,7.94,77,62,3,1,49,1,3,85,62.6,1,Tier 3 Enterprise,5.67
STU-1389,Mechanical Engineering,7.17,89,77,1,2,62,0,1,71,80.67,1,Tier 2 Tech,16.6
STU-1390,Artificial Intelligence & Machine Learning,7.9,63,75,3,1,54,1,1,67,56.54,1,Tier 3 Enterprise,7.88
STU-1391,Information Science,7.22,38,54,5,3,354,0,1,74,84.9,1,Tier 2 Tech,9.29
STU-1392,Information Science,8.28,66,83,1,0,160,1,2,70,64.34,1,Tier 3 Enterprise,6.31
STU-1393,Mechanical Engineering,7.19,84,77,4,0,25,0,1,56,69.35,1,Tier 2 Tech,15.92
STU-1394,Computer Science,8.01,79,70,3,1,53,0,2,61,84.39,1,Tier 2 Tech,13.33
STU-1395,Artificial Intelligence & Machine Learning,7.57,77,84,2,0,86,3,1,82,29.1,0,Unplaced,0.0
STU-1396,Civil Engineering,8.84,68,66,1,0,104,3,0,69,24.07,0,Unplaced,0.0
STU-1397,Information Science,7.54,54,57,3,1,69,0,1,74,73.58,1,Tier 2 Tech,12.09
STU-1398,Mechanical Engineering,5.65,79,58,1,1,182,0,0,76,68.94,1,Tier 2 Tech,14.55
STU-1399,Mechanical Engineering,8.99,60,84,1,1,160,0,1,77,78.43,1,Tier 2 Tech,10.7
STU-1400,Computer Science,6.6,100,57,3,0,77,1,3,87,69.06,1,Tier 2 Tech,11.49
STU-1401,Artificial Intelligence & Machine Learning,6.88,79,75,2,1,211,0,2,60,83.94,1,Tier 2 Tech,17.92
STU-1402,Information Science,6.94,63,72,3,0,152,0,3,80,73.95,1,Tier 2 Tech,14.36
STU-1403,Mechanical Engineering,9.11,63,93,0,0,165,0,2,83,74.38,1,Tier 2 Tech,16.73
STU-1404,Computer Science,5.25,70,52,2,1,344,2,2,85,45.08,0,Unplaced,0.0
STU-1405,Civil Engineering,9.9,68,97,3,0,34,0,2,57,81.37,1,Tier 2 Tech,16.08
STU-1406,Information Science,8.76,87,77,0,0,34,0,2,77,72.3,1,Tier 2 Tech,14.52
STU-1407,Computer Science,7.85,74,95,2,1,241,0,0,94,86.92,1,Tier 2 Tech,16.41
STU-1408,Artificial Intelligence & Machine Learning,7.54,61,64,1,0,162,0,0,72,66.41,1,Tier 3 Enterprise,5.15
STU-1409,Computer Science,7.91,98,96,3,3,287,0,2,79,107.62,1,Tier 2 Tech,14.37
STU-1410,Computer Science,8.17,72,77,0,1,7,2,1,83,46.49,0,Unplaced,0.0
STU-1411,Artificial Intelligence & Machine Learning,8.31,82,64,1,3,108,1,0,61,65.78,1,Tier 3 Enterprise,6.36
STU-1412,Artificial Intelligence & Machine Learning,8.21,63,91,2,0,17,0,1,96,67.96,1,Tier 2 Tech,14.22
STU-1413,Electronics & Communication,7.7,77,74,4,1,77,1,1,79,66.79,1,Tier 3 Enterprise,4.67
STU-1414,Electronics & Communication,7.38,76,79,2,0,18,0,2,80,64.68,1,Tier 3 Enterprise,5.11
STU-1415,Information Science,7.43,45,83,0,2,15,0,3,54,73.48,1,Tier 2 Tech,10.87
STU-1416,Computer Science,7.39,100,74,3,0,1,3,3,83,31.31,0,Unplaced,0.0
STU-1417,Computer Science,8.85,90,76,0,0,109,0,3,80,75.15,1,Tier 2 Tech,14.02
STU-1418,Electronics & Communication,8.25,66,87,0,2,48,0,0,93,76.11,1,Tier 2 Tech,17.73
STU-1419,Mechanical Engineering,5.0,56,52,2,0,12,3,1,70,11.58,0,Unplaced,0.0
STU-1420,Mechanical Engineering,8.32,76,85,3,0,42,0,3,62,74.14,1,Tier 2 Tech,17.54
STU-1421,Mechanical Engineering,7.81,73,52,3,0,20,1,2,65,52.36,0,Unplaced,0.0
STU-1422,Computer Science,7.58,76,77,4,1,312,2,0,67,63.25,1,Tier 3 Enterprise,4.91
STU-1423,Information Science,7.17,74,62,2,0,42,0,2,60,73.3,1,Tier 2 Tech,11.05
STU-1424,Computer Science,8.84,79,99,2,0,44,0,2,89,86.49,1,Tier 2 Tech,8.36
STU-1425,Information Science,8.64,92,87,0,0,201,0,1,89,85.65,1,Tier 1 Product,27.57
STU-1426,Information Science,6.75,79,68,3,1,114,0,2,71,84.63,1,Tier 2 Tech,16.35
STU-1427,Civil Engineering,8.05,57,81,2,1,136,0,2,69,72.91,1,Tier 2 Tech,17.16
STU-1428,Information Science,6.53,91,54,3,0,111,1,0,52,57.04,1,Tier 3 Enterprise,4.95
STU-1429,Computer Science,6.08,94,76,2,0,321,0,0,82,83.31,1,Tier 2 Tech,10.66
STU-1430,Computer Science,6.91,100,87,5,0,25,0,3,93,84.67,1,Tier 2 Tech,10.21
STU-1431,Mechanical Engineering,8.55,56,84,2,0,480,0,3,66,77.43,1,Tier 2 Tech,11.5
STU-1432,Electronics & Communication,8.65,75,97,2,0,195,0,2,72,79.74,1,Tier 2 Tech,16.05
STU-1433,Computer Science,8.16,42,71,1,1,97,1,0,79,56.39,1,Tier 3 Enterprise,6.59
STU-1434,Computer Science,8.4,79,71,2,1,119,0,0,94,82.92,1,Tier 2 Tech,15.86
STU-1435,Electronics & Communication,8.17,64,77,4,2,115,1,1,76,72.76,1,Tier 2 Tech,13.83
STU-1436,Computer Science,6.89,98,71,5,0,6,0,1,76,75.14,1,Tier 2 Tech,10.58
STU-1437,Mechanical Engineering,8.08,61,72,2,1,27,0,2,76,73.07,1,Tier 2 Tech,10.28
STU-1438,Electronics & Communication,8.48,48,85,1,1,358,0,0,56,73.76,1,Tier 2 Tech,8.09
STU-1439,Computer Science,8.43,65,82,0,1,84,0,0,56,72.74,1,Tier 2 Tech,15.81
STU-1440,Computer Science,8.91,44,73,5,2,52,0,2,64,88.63,1,Tier 2 Tech,16.47
STU-1441,Artificial Intelligence & Machine Learning,8.38,82,84,4,0,157,0,3,86,91.68,1,Tier 2 Tech,15.68
STU-1442,Information Science,7.99,43,84,2,0,81,2,1,69,36.51,0,Unplaced,0.0
STU-1443,Information Science,8.78,72,83,2,1,1,0,3,67,84.48,1,Tier 2 Tech,8.74
STU-1444,Mechanical Engineering,7.57,42,84,5,0,146,2,3,67,39.66,0,Unplaced,0.0
STU-1445,Artificial Intelligence & Machine Learning,6.63,67,52,5,0,144,0,2,72,69.15,1,Tier 2 Tech,15.62
STU-1446,Artificial Intelligence & Machine Learning,7.42,95,76,4,0,19,0,3,94,85.21,1,Tier 2 Tech,8.46
STU-1447,Mechanical Engineering,6.78,77,54,4,0,345,0,1,72,77.78,1,Tier 2 Tech,9.06
STU-1448,Information Science,6.86,59,55,2,1,27,0,3,64,70.33,1,Tier 2 Tech,12.4
STU-1449,Computer Science,7.44,71,65,1,0,67,1,4,74,55.1,1,Tier 3 Enterprise,5.9
STU-1450,Mechanical Engineering,6.73,72,56,5,0,13,0,2,95,67.37,1,Tier 2 Tech,16.16
STU-1451,Electronics & Communication,7.26,78,64,6,1,101,0,3,67,86.28,1,Tier 2 Tech,14.8
STU-1452,Information Science,5.52,52,54,1,1,51,0,1,59,56.94,1,Tier 3 Enterprise,4.61
STU-1453,Artificial Intelligence & Machine Learning,7.83,80,83,2,3,47,0,2,67,89.89,1,Tier 2 Tech,10.26
STU-1454,Computer Science,7.6,35,69,0,0,192,1,1,75,44.64,0,Unplaced,0.0
STU-1455,Information Science,6.7,63,49,1,3,1,0,0,82,69.59,1,Tier 2 Tech,10.86
STU-1456,Computer Science,8.33,65,90,5,1,175,1,0,86,74.89,1,Tier 2 Tech,9.24
STU-1457,Information Science,8.63,80,72,2,1,93,0,2,61,90.79,1,Tier 2 Tech,10.88
STU-1458,Computer Science,5.83,72,58,2,0,470,2,0,62,39.14,0,Unplaced,0.0
STU-1459,Computer Science,6.76,52,70,0,1,97,1,2,70,53.76,0,Unplaced,0.0
STU-1460,Computer Science,6.75,58,67,0,2,6,0,1,82,66.45,1,Tier 3 Enterprise,6.91
STU-1461,Electronics & Communication,6.57,74,75,2,2,5,0,1,58,69.1,1,Tier 2 Tech,10.41
STU-1462,Electronics & Communication,8.51,70,84,2,0,236,2,2,66,45.83,0,Unplaced,0.0
STU-1463,Electronics & Communication,7.39,63,62,0,0,202,0,0,66,63.97,1,Tier 3 Enterprise,7.34
STU-1464,Artificial Intelligence & Machine Learning,7.31,65,92,2,1,46,1,3,85,66.26,1,Tier 3 Enterprise,5.88
STU-1465,Information Science,5.4,81,57,1,2,105,0,2,80,76.85,1,Tier 2 Tech,11.23
STU-1466,Computer Science,8.3,64,76,3,0,73,0,3,84,75.27,1,Tier 2 Tech,12.12
STU-1467,Civil Engineering,6.24,70,71,4,1,375,1,1,90,70.23,1,Tier 2 Tech,15.09
STU-1468,Computer Science,7.67,100,75,4,1,329,0,1,70,94.83,1,Tier 2 Tech,13.17
STU-1469,Artificial Intelligence & Machine Learning,7.91,52,79,2,1,453,0,2,59,79.75,1,Tier 2 Tech,8.07
STU-1470,Computer Science,9.1,46,100,5,1,221,0,0,59,94.2,1,Tier 1 Product,40.14
STU-1471,Artificial Intelligence & Machine Learning,6.16,82,58,3,0,264,0,2,51,77.63,1,Tier 2 Tech,8.66
STU-1472,Computer Science,5.0,62,48,3,3,26,1,0,68,55.72,1,Tier 3 Enterprise,7.75
STU-1473,Civil Engineering,7.8,67,75,2,1,195,2,0,69,48.97,0,Unplaced,0.0
STU-1474,Information Science,9.58,61,99,4,1,135,2,1,83,65.18,1,Tier 3 Enterprise,4.11
STU-1475,Artificial Intelligence & Machine Learning,8.96,68,68,3,0,362,0,1,74,84.24,1,Tier 1 Product,36.5
STU-1476,Computer Science,7.83,94,54,2,1,93,0,0,68,78.14,1,Tier 2 Tech,13.35
STU-1477,Electronics & Communication,7.06,83,62,3,0,9,1,0,72,46.79,0,Unplaced,0.0
STU-1478,Artificial Intelligence & Machine Learning,8.49,84,63,3,0,100,0,1,61,78.13,1,Tier 2 Tech,13.06
STU-1479,Information Science,6.53,52,59,2,1,127,0,1,86,69.13,1,Tier 2 Tech,8.73
STU-1480,Electronics & Communication,8.12,55,81,6,1,27,2,2,64,50.61,0,Unplaced,0.0
STU-1481,Electronics & Communication,8.16,35,68,1,1,55,0,3,60,64.77,1,Tier 3 Enterprise,4.95
STU-1482,Information Science,8.77,60,67,2,0,100,0,1,83,70.74,1,Tier 2 Tech,15.78
STU-1483,Electronics & Communication,9.9,85,91,2,1,51,0,3,80,99.66,1,Tier 2 Tech,16.91
STU-1484,Electronics & Communication,8.03,79,84,2,0,51,0,2,53,65.08,1,Tier 3 Enterprise,6.12
STU-1485,Artificial Intelligence & Machine Learning,7.04,68,51,3,1,15,0,1,84,72.56,1,Tier 2 Tech,11.53
STU-1486,Computer Science,7.57,71,80,3,0,310,2,2,65,47.93,0,Unplaced,0.0
STU-1487,Computer Science,5.65,62,65,4,1,152,0,1,69,73.43,1,Tier 2 Tech,8.6
STU-1488,Artificial Intelligence & Machine Learning,6.84,74,76,1,2,0,0,0,76,78.03,1,Tier 2 Tech,14.82
STU-1489,Civil Engineering,7.15,82,81,0,0,159,1,0,81,48.22,0,Unplaced,0.0
STU-1490,Information Science,7.02,49,90,7,0,148,0,2,79,73.35,1,Tier 2 Tech,10.78
STU-1491,Electronics & Communication,7.77,76,70,0,1,1,0,1,73,75.54,1,Tier 2 Tech,8.55
STU-1492,Computer Science,6.7,85,66,6,1,50,0,1,68,77.04,1,Tier 2 Tech,14.66
STU-1493,Computer Science,8.83,66,78,3,1,102,1,1,78,81.91,1,Tier 2 Tech,12.86
STU-1494,Information Science,7.6,81,72,1,1,66,0,3,72,78.48,1,Tier 2 Tech,8.12
STU-1495,Information Science,7.59,100,88,1,0,165,0,2,95,82.78,1,Tier 2 Tech,9.11
STU-1496,Electronics & Communication,7.24,70,56,2,0,60,0,0,81,64.74,1,Tier 3 Enterprise,6.8
STU-1497,Computer Science,7.77,77,65,2,0,18,0,0,62,72.47,1,Tier 2 Tech,8.64
STU-1498,Artificial Intelligence & Machine Learning,8.51,61,93,6,0,412,0,3,68,87.5,1,Tier 1 Product,38.78
STU-1499,Artificial Intelligence & Machine Learning,6.65,74,75,0,1,30,0,2,74,68.18,1,Tier 2 Tech,11.11
STU-1500,Electronics & Communication,6.88,78,63,1,0,139,0,2,89,70.97,1,Tier 2 Tech,8.89
STU-1501,Information Science,7.27,74,78,2,2,16,0,2,90,86.12,1,Tier 2 Tech,15.6
STU-1502,Computer Science,6.12,57,64,2,2,43,0,1,69,76.76,1,Tier 2 Tech,13.24
STU-1503,Mechanical Engineering,6.7,74,80,3,2,64,0,3,62,86.42,1,Tier 2 Tech,11.07
STU-1504,Electronics & Communication,7.08,92,69,4,2,23,0,1,61,93.01,1,Tier 2 Tech,12.06
STU-1505,Computer Science,8.56,78,90,3,0,65,2,1,77,52.97,0,Unplaced,0.0
STU-1506,Artificial Intelligence & Machine Learning,7.89,85,100,2,2,18,1,0,100,77.87,1,Tier 2 Tech,8.21
STU-1507,Mechanical Engineering,7.81,68,80,2,0,90,3,1,80,27.05,0,Unplaced,0.0
STU-1508,Artificial Intelligence & Machine Learning,8.54,82,80,3,0,119,0,4,54,83.38,1,Tier 2 Tech,14.63
STU-1509,Electronics & Communication,7.45,75,78,2,1,7,0,2,65,77.53,1,Tier 2 Tech,11.66
STU-1510,Electronics & Communication,8.03,58,72,1,0,225,0,1,66,68.75,1,Tier 2 Tech,15.14
STU-1511,Information Science,7.49,76,95,3,3,22,0,0,64,90.82,1,Tier 2 Tech,14.28
STU-1512,Artificial Intelligence & Machine Learning,7.89,58,76,5,1,28,0,0,69,81.97,1,Tier 2 Tech,14.51
